row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,principal_diagnosis_code,diagnosis_description
6416943,2019,19,Carver,MEDICARE,4,65 - 74 years,F,23,D47,"Oth neoplm of uncrt behav of lymphoid, hematpoetc & rel tiss"
6418287,2019,19,Carver,MEDICARE,4,65 - 74 years,M,193,R06,Abnormalities of breathing
6419799,2019,19,Carver,MEDICARE,5,75 years and older,M,151,L82,Seborrheic keratosis
6423591,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,23,J01,Acute sinusitis
6425343,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,27,Z33,Pregnant state
6429135,2019,21,Cass,MEDICARE,3,45 - 64 years,F,29,J01,Acute sinusitis
6431415,2019,21,Cass,MEDICARE,4,65 - 74 years,M,15,N52,Male erectile dysfunction
6432735,2019,21,Cass,MEDICARE,5,75 years and older,M,12,K29,Gastritis and duodenitis
6704056,2019,65,Kanabec,MEDICARE,5,75 years and older,F,41,M19,Other and unspecified osteoarthritis
6706672,2019,67,Kandiyohi,COMMERCIAL,2,19 - 44 years,M,38,J06,Acute upper resp infections of multiple and unsp sites
6709696,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,12,Z47,Orthopedic aftercare
6711688,2019,67,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,76,R05,Cough
6715600,2019,67,Kandiyohi,MEDICARE,3,45 - 64 years,F,20,R51,Headache
6717448,2019,67,Kandiyohi,MEDICARE,4,65 - 74 years,M,24,I35,Nonrheumatic aortic valve disorders
6719080,2019,67,Kandiyohi,MEDICARE,5,75 years and older,M,15,K76,Other diseases of liver
6725608,2019,71,Koochiching,COMMERCIAL,3,45 - 64 years,F,34,M79,"Oth and unsp soft tissue disorders, not elsewhere classified"
6731248,2019,71,Koochiching,MEDICARE,4,65 - 74 years,F,15,M20,Acquired deformities of fingers and toes
6733192,2019,71,Koochiching,MEDICARE,5,75 years and older,M,40,R10,Abdominal and pelvic pain
6741880,2019,75,Lake,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,17,M79,"Oth and unsp soft tissue disorders, not elsewhere classified"
6746848,2019,75,Lake,MEDICARE,5,75 years and older,F,13,J02,Acute pharyngitis
6754168,2019,79,Le Sueur,COMMERCIAL,3,45 - 64 years,F,16,F32,"Major depressive disorder, single episode"
6757912,2019,79,Le Sueur,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,21,R30,Pain associated with micturition
6762280,2019,79,Le Sueur,MEDICARE,5,75 years and older,F,12,H81,Disorders of vestibular function
6767224,2019,81,Lincoln,MEDICARE,4,65 - 74 years,F,14,M17,Osteoarthritis of knee
6772768,2019,83,Lyon,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,O47,False labor
6777256,2019,83,Lyon,MEDICARE,4,65 - 74 years,F,17,I35,Nonrheumatic aortic valve disorders
6779320,2019,83,Lyon,MEDICARE,5,75 years and older,M,31,J96,"Respiratory failure, not elsewhere classified"
6782224,2019,85,McLeod,COMMERCIAL,3,45 - 64 years,F,64,N39,Other disorders of urinary system
6784888,2019,85,McLeod,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,22,J30,Vasomotor and allergic rhinitis
6788128,2019,85,McLeod,MEDICARE,2,19 - 44 years,F,13,Z12,Encounter for screening for malignant neoplasms
6790384,2019,85,McLeod,MEDICARE,4,65 - 74 years,F,70,Z78,Other specified health status
6791656,2019,85,McLeod,MEDICARE,5,75 years and older,F,27,N32,Other disorders of bladder
6438615,2019,23,Chippewa,MEDICARE,3,45 - 64 years,F,49,Z01,"Encntr for oth sp exam w/o complaint, suspected or reprtd dx"
6441111,2019,23,Chippewa,MEDICARE,5,75 years and older,M,61,R06,Abnormalities of breathing
6443103,2019,25,Chisago,COMMERCIAL,2,19 - 44 years,F,20,S69,"Other and unspecified injuries of wrist, hand and finger(s)"
6444615,2019,25,Chisago,COMMERCIAL,3,45 - 64 years,F,20,T84,Complications of internal orthopedic prosth dev/grft
6447735,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,48,J18,"Pneumonia, unspecified organism"
6449295,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,39,L03,Cellulitis and acute lymphangitis
6453255,2019,25,Chisago,MEDICARE,3,45 - 64 years,F,32,R42,Dizziness and giddiness
6455367,2019,25,Chisago,MEDICARE,4,65 - 74 years,M,24,K76,Other diseases of liver
6456831,2019,25,Chisago,MEDICARE,5,75 years and older,M,16,I27,Other pulmonary heart diseases
6459351,2019,27,Clay,COMMERCIAL,2,19 - 44 years,M,14,S01,Open wound of head
6462927,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,31,M21,Other acquired deformities of limbs
6464487,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,21,J32,Chronic sinusitis
6467559,2019,27,Clay,MEDICARE,2,19 - 44 years,F,12,F90,Attention-deficit hyperactivity disorders
6470559,2019,27,Clay,MEDICARE,4,65 - 74 years,F,33,R92,Abnormal and inconclusive findings on dx imaging of breast
6472431,2019,27,Clay,MEDICARE,5,75 years and older,M,17,E83,Disorders of mineral metabolism
6476679,2019,29,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,62,M25,"Other joint disorder, not elsewhere classified"
6480855,2019,29,Clearwater,MEDICARE,5,75 years and older,M,18,I11,Hypertensive heart disease
6488223,2019,33,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,17,Z13,Encounter for screening for other diseases and disorders
6283155,2019,1,Aitkin,COMMERCIAL,2,19 - 44 years,F,39,Z34,Encounter for supervision of normal pregnancy
6287643,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,29,R05,Cough
6291987,2019,1,Aitkin,MEDICARE,5,75 years and older,M,12,C79,Secondary malignant neoplasm of other and unspecified sites
6293619,2019,3,Anoka,COMMERCIAL,1,18 years and under,M,13,F63,Impulse disorders
6294867,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,93,L91,Hypertrophic disorders of skin
6296211,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,112,S99,Other and unspecified injuries of ankle and foot
6297243,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,103,S61,"Open wound of wrist, hand and fingers"
6298203,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,34,S00,Superficial injury of head
6301083,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,354,J01,Acute sinusitis
6302451,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,54,Q90,Down syndrome
6303435,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,81,N80,Endometriosis
6304635,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,59,R26,Abnormalities of gait and mobility
6305643,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,182,N89,Other noninflammatory disorders of vagina
6307059,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,14,F20,Schizophrenia
6310323,2019,3,Anoka,MEDICARE,2,19 - 44 years,M,14,R39,Oth and unsp symptoms and signs involving the GU sys
6311547,2019,3,Anoka,MEDICARE,3,45 - 64 years,M,12,C20,Malignant neoplasm of rectum
6312651,2019,3,Anoka,MEDICARE,4,65 - 74 years,F,96,E10,Type 1 diabetes mellitus
6313755,2019,3,Anoka,MEDICARE,4,65 - 74 years,M,77,F10,Alcohol related disorders
6315003,2019,3,Anoka,MEDICARE,5,75 years and older,F,371,J01,Acute sinusitis
6316107,2019,3,Anoka,MEDICARE,5,75 years and older,M,47,K13,Other diseases of lip and oral mucosa
6318507,2019,5,Becker,COMMERCIAL,3,45 - 64 years,F,35,H25,Age-related cataract
6321723,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,27,D22,Melanocytic nevi
6323955,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,26,F31,Bipolar disorder
6327627,2019,5,Becker,MEDICARE,4,65 - 74 years,F,31,D23,Other benign neoplasms of skin
6329379,2019,5,Becker,MEDICARE,5,75 years and older,F,16,I26,Pulmonary embolism
6330339,2019,5,Becker,MEDICARE,5,75 years and older,M,20,M12,Other and unspecified arthropathy
6332955,2019,7,Beltrami,COMMERCIAL,3,45 - 64 years,M,20,E03,Other hypothyroidism
6335667,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,H47,Other disorders of optic [2nd] nerve and visual pathways
6337827,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,18,Z30,Encounter for contraceptive management
6341523,2019,7,Beltrami,MEDICARE,3,45 - 64 years,F,15,N17,Acute kidney failure
6343491,2019,7,Beltrami,MEDICARE,4,65 - 74 years,M,15,H10,Conjunctivitis
6344619,2019,7,Beltrami,MEDICARE,5,75 years and older,F,23,N81,Female genital prolapse
6346083,2019,9,Benton,COMMERCIAL,1,18 years and under,F,51,Z01,"Encntr for oth sp exam w/o complaint, suspected or reprtd dx"
6348171,2019,9,Benton,COMMERCIAL,3,45 - 64 years,F,17,J34,Other and unspecified disorders of nose and nasal sinuses
6351915,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,46,Z79,Long term (current) drug therapy
6356859,2019,9,Benton,MEDICARE,4,65 - 74 years,M,14,I26,Pulmonary embolism
6360411,2019,11,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,13,J06,Acute upper resp infections of multiple and unsp sites
6366075,2019,13,Blue Earth,COMMERCIAL,2,19 - 44 years,M,107,M25,"Other joint disorder, not elsewhere classified"
6369051,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,18,M21,Other acquired deformities of limbs
6370923,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,12,S42,Fracture of shoulder and upper arm
6372363,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,96,R07,Pain in throat and chest
6375987,2019,13,Blue Earth,MEDICARE,3,45 - 64 years,M,47,R41,Oth symptoms and signs w cognitive functions and awareness
6377499,2019,13,Blue Earth,MEDICARE,4,65 - 74 years,M,39,M62,Other disorders of muscle
6379011,2019,13,Blue Earth,MEDICARE,5,75 years and older,M,19,L02,"Cutaneous abscess, furuncle and carbuncle"
6382419,2019,15,Brown,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,20,S00,Superficial injury of head
6387651,2019,15,Brown,MEDICARE,4,65 - 74 years,F,11,I71,Aortic aneurysm and dissection
6389739,2019,15,Brown,MEDICARE,5,75 years and older,M,43,I21,Acute myocardial infarction
6392619,2019,17,Carlton,COMMERCIAL,3,45 - 64 years,F,12,S61,"Open wound of wrist, hand and fingers"
6395859,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,S20,Superficial injury of thorax
6398787,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,12,N39,Other disorders of urinary system
6401379,2019,17,Carlton,MEDICARE,4,65 - 74 years,F,26,R31,Hematuria
6403419,2019,17,Carlton,MEDICARE,5,75 years and older,M,12,K44,Diaphragmatic hernia
6405339,2019,19,Carver,COMMERCIAL,2,19 - 44 years,F,11,H35,Other retinal disorders
6406635,2019,19,Carver,COMMERCIAL,2,19 - 44 years,M,48,Z12,Encounter for screening for malignant neoplasms
6408339,2019,19,Carver,COMMERCIAL,3,45 - 64 years,M,20,Z82,Fam hx of certain disabil & chr dis (leading to disablement)
6412083,2019,19,Carver,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,35,R53,Malaise and fatigue
6415827,2019,19,Carver,MEDICARE,3,45 - 64 years,F,17,L30,Other and unspecified dermatitis
6417795,2019,19,Carver,MEDICARE,4,65 - 74 years,M,11,D68,Other coagulation defects
6419115,2019,19,Carver,MEDICARE,5,75 years and older,F,332,R06,Abnormalities of breathing
6422043,2019,21,Cass,COMMERCIAL,3,45 - 64 years,F,13,Z71,"Persons encntr health serv for oth cnsl and med advice, NEC"
6425355,2019,21,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,38,Z48,Encounter for other postprocedural aftercare
6429363,2019,21,Cass,MEDICARE,3,45 - 64 years,F,16,R41,Oth symptoms and signs w cognitive functions and awareness
6431739,2019,21,Cass,MEDICARE,5,75 years and older,F,18,E04,Other nontoxic goiter
6435195,2019,23,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,108,J06,Acute upper resp infections of multiple and unsp sites
6440499,2019,23,Chippewa,MEDICARE,5,75 years and older,F,15,M75,Shoulder lesions
6442491,2019,25,Chisago,COMMERCIAL,2,19 - 44 years,F,13,D49,Neoplasms of unspecified behavior
6444339,2019,25,Chisago,COMMERCIAL,3,45 - 64 years,F,26,M05,Rheumatoid arthritis with rheumatoid factor
6446739,2019,25,Chisago,COMMERCIAL,5,75 years and older,M,11,L57,Skin changes due to chronic expsr to nonionizing radiation
6450219,2019,25,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,17,R50,Fever of other and unknown origin
6453915,2019,25,Chisago,MEDICARE,3,45 - 64 years,M,61,R10,Abdominal and pelvic pain
6455547,2019,25,Chisago,MEDICARE,4,65 - 74 years,M,41,R30,Pain associated with micturition
6457131,2019,25,Chisago,MEDICARE,5,75 years and older,M,78,R19,Oth symptoms and signs involving the dgstv sys and abdomen
6459915,2019,27,Clay,COMMERCIAL,3,45 - 64 years,F,22,M53,"Other and unspecified dorsopathies, not elsewhere classified"
6463107,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,52,R68,Other general symptoms and signs
6464763,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,45,R41,Oth symptoms and signs w cognitive functions and awareness
6468627,2019,27,Clay,MEDICARE,3,45 - 64 years,F,44,F43,"Reaction to severe stress, and adjustment disorders"
6470211,2019,27,Clay,MEDICARE,4,65 - 74 years,F,21,I70,Atherosclerosis
6471267,2019,27,Clay,MEDICARE,4,65 - 74 years,M,17,R20,Disturbances of skin sensation
6472875,2019,27,Clay,MEDICARE,5,75 years and older,M,55,R33,Retention of urine
6479979,2019,29,Clearwater,MEDICARE,4,65 - 74 years,M,37,R00,Abnormalities of heart beat
6487707,2019,33,Cottonwood,COMMERCIAL,3,45 - 64 years,M,11,S33,Disloc & sprain of joints & ligaments of lumbar spin & pelv
6492699,2019,33,Cottonwood,MEDICARE,4,65 - 74 years,M,11,I44,Atrioventricular and left bundle-branch block
6495723,2019,35,Crow Wing,COMMERCIAL,2,19 - 44 years,F,12,S61,"Open wound of wrist, hand and fingers"
6497451,2019,35,Crow Wing,COMMERCIAL,3,45 - 64 years,M,50,I48,Atrial fibrillation and flutter
6500211,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,68,K59,Other functional intestinal disorders
6501651,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,66,F34,Persistent mood [affective] disorders
6503331,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,14,I11,Hypertensive heart disease
6506475,2019,35,Crow Wing,MEDICARE,3,45 - 64 years,F,135,R07,Pain in throat and chest
6508251,2019,35,Crow Wing,MEDICARE,4,65 - 74 years,F,51,S99,Other and unspecified injuries of ankle and foot
6509451,2019,35,Crow Wing,MEDICARE,5,75 years and older,F,239,H26,Other cataract
6510579,2019,35,Crow Wing,MEDICARE,5,75 years and older,M,11,M12,Other and unspecified arthropathy
6511875,2019,37,Dakota,COMMERCIAL,1,18 years and under,M,66,B09,Unsp viral infection with skin and mucous membrane lesions
6513411,2019,37,Dakota,COMMERCIAL,2,19 - 44 years,F,136,M76,"Enthesopathies, lower limb, excluding foot"
6514539,2019,37,Dakota,COMMERCIAL,2,19 - 44 years,M,19,N23,Unspecified renal colic
6515499,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,F,"1,041",L82,Seborrheic keratosis
6516459,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,M,71,J22,Unspecified acute lower respiratory infection
6492711,2019,33,Cottonwood,MEDICARE,4,65 - 74 years,M,15,I70,Atherosclerosis
6495303,2019,35,Crow Wing,COMMERCIAL,2,19 - 44 years,F,14,H69,Other and unspecified disorders of Eustachian tube
6497487,2019,35,Crow Wing,COMMERCIAL,3,45 - 64 years,M,27,J20,Acute bronchitis
6500487,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,20,S30,"Superfic inj abdomen, low back, pelvis and external genitals"
6502095,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,13,S00,Superficial injury of head
6503727,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,23,S69,"Other and unspecified injuries of wrist, hand and finger(s)"
6796192,2019,87,Mahnomen,MEDICARE,3,45 - 64 years,F,13,E11,Type 2 diabetes mellitus
6801688,2019,89,Marshall,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,36,M25,"Other joint disorder, not elsewhere classified"
6805312,2019,89,Marshall,MEDICARE,5,75 years and older,M,13,R29,Oth symptoms and signs involving the nervous and ms systems
6809200,2019,91,Martin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,16,F84,Pervasive developmental disorders
6812608,2019,91,Martin,MEDICARE,3,45 - 64 years,M,58,I10,Essential (primary) hypertension
6815440,2019,91,Martin,MEDICARE,5,75 years and older,M,28,N28,"Oth disorders of kidney and ureter, not elsewhere classified"
6818392,2019,93,Meeker,COMMERCIAL,3,45 - 64 years,M,20,N40,Benign prostatic hyperplasia
6821320,2019,93,Meeker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,34,N39,Other disorders of urinary system
6825112,2019,93,Meeker,MEDICARE,4,65 - 74 years,M,13,M50,Cervical disc disorders
