row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,principal_diagnosis_code,diagnosis_description,diagnosis_version,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
6517144,2019,37,Dakota,COMMERCIAL,4,65 - 74 years,F,113,E03,Other hypothyroidism,0,407,"1,356","$12,678.81",$112.20,$32.38,"$8,519.76",$75.39,$18.45,"$4,159.05",$36.80,$1.62
6518728,2019,37,Dakota,COMMERCIAL,5,75 years and older,F,15,I42,Cardiomyopathy,0,70,179,"$1,095.47",$73.03,$57.35,$990.47,$66.03,$57.35,$105.00,$7.00,$0.00
6520432,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,25,P96,Other conditions originating in the perinatal period,0,99,167,"$8,850.97",$354.03,$122.53,"$8,850.97",$354.03,$122.53,$0.00,$0.00,$0.00
6521512,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,42,R25,Abnormal involuntary movements,0,118,427,"$23,373.67",$556.51,$90.12,"$23,373.67",$556.51,$90.12,$0.00,$0.00,$0.00
6522448,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,32,N31,"Neuromuscular dysfunction of bladder, NEC",0,482,384,"$37,327.46","$1,166.48",$352.21,"$37,299.66","$1,165.61",$350.71,$27.80,$0.86,$0.00
6523792,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,45,S63,Dislocation and sprain of joints and ligaments at wrs/hnd lv,0,176,521,"$22,981.20",$510.69,$108.80,"$21,865.82",$485.90,$101.38,"$1,115.38",$24.78,$0.00
6525184,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,12,E05,Thyrotoxicosis [hyperthyroidism],0,89,139,"$2,361.22",$196.76,$114.22,"$2,284.22",$190.35,$101.72,$77.00,$6.41,$0.00
6527032,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,45,R06,Abnormalities of breathing,0,350,497,"$11,055.33",$245.67,$92.22,"$10,780.69",$239.57,$82.65,$274.64,$6.10,$0.00
6530080,2019,37,Dakota,MEDICARE,3,45 - 64 years,F,81,H43,Disorders of vitreous body,0,211,933,"$22,159.67",$273.57,$130.50,"$17,160.02",$211.85,$103.92,"$4,999.65",$61.72,$32.01
6531232,2019,37,Dakota,MEDICARE,3,45 - 64 years,M,30,K40,Inguinal hernia,0,449,342,"$91,762.28","$3,058.74","$2,358.61","$79,070.56","$2,635.68","$2,061.84","$12,691.72",$423.05,$111.16
6532240,2019,37,Dakota,MEDICARE,4,65 - 74 years,F,33,K25,Gastric ulcer,0,315,395,"$84,267.04","$2,553.54",$770.15,"$77,632.45","$2,352.49",$614.39,"$6,634.59",$201.04,$30.94
6533344,2019,37,Dakota,MEDICARE,4,65 - 74 years,M,13,K35,Acute appendicitis,0,367,156,"$65,174.99","$5,013.46","$4,641.90","$54,265.09","$4,174.23","$3,635.30","$10,909.90",$839.22,"$1,006.60"
6534424,2019,37,Dakota,MEDICARE,5,75 years and older,F,92,K58,Irritable bowel syndrome,0,267,"1,102","$29,762.77",$323.50,$120.50,"$26,729.21",$290.53,$103.04,"$3,033.56",$32.97,$21.71
6535456,2019,37,Dakota,MEDICARE,5,75 years and older,M,137,K22,Other diseases of esophagus,0,"1,047","1,592","$156,384.84","$1,141.49",$747.57,"$131,596.41",$960.55,$585.85,"$24,788.43",$180.93,$84.94
6538576,2019,39,Dodge,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,31,S01,Open wound of head,0,116,367,"$8,834.45",$284.98,$236.90,"$8,834.45",$284.98,$236.90,$0.00,$0.00,$0.00
6542536,2019,39,Dodge,MEDICARE,4,65 - 74 years,F,25,R91,Abnormal findings on diagnostic imaging of lung,0,87,300,"$8,763.41",$350.53,$99.30,"$6,882.23",$275.28,$71.59,"$1,881.18",$75.24,$6.21
6545416,2019,41,Douglas,COMMERCIAL,2,19 - 44 years,F,19,D25,Leiomyoma of uterus,0,135,228,"$54,030.65","$2,843.71",$397.92,"$44,382.11","$2,335.90",$149.34,"$9,648.54",$507.81,$91.73
6547624,2019,41,Douglas,COMMERCIAL,3,45 - 64 years,M,11,K62,Other diseases of anus and rectum,0,38,132,"$4,873.01",$443.00,$213.24,"$2,943.10",$267.55,$167.14,"$1,929.91",$175.44,$70.56
6551128,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,105,E11,Type 2 diabetes mellitus,0,"1,599","1,224","$70,308.23",$669.60,$263.62,"$69,183.43",$658.88,$254.62,"$1,124.80",$10.71,$0.00
6554656,2019,41,Douglas,MEDICARE,3,45 - 64 years,M,24,F25,Schizoaffective disorders,0,245,288,"$14,138.63",$589.10,$466.42,"$10,741.29",$447.55,$340.98,"$3,397.34",$141.55,$115.54
6556456,2019,41,Douglas,MEDICARE,4,65 - 74 years,M,22,N32,Other disorders of bladder,0,139,257,"$33,148.58","$1,506.75",$160.78,"$31,079.47","$1,412.70",$119.52,"$2,069.11",$94.05,$24.45
6557800,2019,41,Douglas,MEDICARE,5,75 years and older,M,17,J02,Acute pharyngitis,0,39,204,"$1,973.01",$116.05,$117.15,"$1,591.54",$93.62,$94.83,$381.47,$22.43,$25.00
6563008,2019,43,Faribault,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,22,Z48,Encounter for other postprocedural aftercare,0,107,242,"$6,170.62",$280.48,$56.97,"$6,155.42",$279.79,$55.47,$15.20,$0.69,$0.00
6566656,2019,43,Faribault,MEDICARE,5,75 years and older,F,35,R35,Polyuria,0,163,413,"$6,096.23",$174.17,$144.66,"$5,524.28",$157.83,$131.78,$571.95,$16.34,$0.00
6571408,2019,45,Fillmore,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,22,J44,Other chronic obstructive pulmonary disease,0,337,240,"$23,859.79","$1,084.53",$330.50,"$23,718.99","$1,078.13",$323.50,$140.80,$6.40,$3.00
6575344,2019,45,Fillmore,MEDICARE,4,65 - 74 years,M,24,R19,Oth symptoms and signs involving the dgstv sys and abdomen,0,222,281,"$17,030.68",$709.61,$432.01,"$14,628.34",$609.51,$421.92,"$2,402.34",$100.09,$45.87
6577768,2019,47,Freeborn,COMMERCIAL,2,19 - 44 years,F,98,Z01,"Encntr for oth sp exam w/o complaint, suspected or reprtd dx",0,217,"1,143","$28,666.50",$292.51,$242.73,"$25,609.70",$261.32,$242.73,"$3,056.80",$31.19,$0.00
6581968,2019,47,Freeborn,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,11,H35,Other retinal disorders,0,242,119,"$123,250.18","$11,204.56",$142.70,"$122,052.98","$11,095.72",$117.70,"$1,197.20",$108.83,$25.00
6585832,2019,47,Freeborn,MEDICARE,4,65 - 74 years,F,28,E83,Disorders of mineral metabolism,0,246,336,"$7,494.92",$267.67,$134.06,"$6,223.12",$222.25,$122.73,"$1,271.80",$45.42,$15.00
6587464,2019,47,Freeborn,MEDICARE,5,75 years and older,F,52,J98,Other respiratory disorders,0,69,570,"$2,866.59",$55.12,$10.95,"$2,360.87",$45.40,$9.20,$505.72,$9.72,$2.01
6589336,2019,49,Goodhue,COMMERCIAL,2,19 - 44 years,F,20,B37,Candidiasis,0,29,224,"$2,659.13",$132.95,$119.98,"$2,124.51",$106.22,$77.50,$534.62,$26.73,$3.49
6593488,2019,49,Goodhue,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,21,G56,Mononeuropathies of upper limb,0,200,239,"$20,764.22",$988.77,$304.50,"$20,547.02",$978.42,$304.50,$217.20,$10.34,$3.00
6597064,2019,49,Goodhue,MEDICARE,2,19 - 44 years,F,12,R05,Cough,0,64,144,"$4,023.06",$335.25,$162.04,"$3,094.25",$257.85,$129.22,$928.81,$77.40,$32.82
6599704,2019,49,Goodhue,MEDICARE,4,65 - 74 years,M,454,E11,Type 2 diabetes mellitus,0,"6,136","5,386","$368,032.55",$810.64,$294.52,"$320,896.13",$706.81,$250.49,"$47,136.42",$103.82,$24.90
6601000,2019,49,Goodhue,MEDICARE,5,75 years and older,F,26,R69,"Illness, unspecified",0,919,295,"$58,281.15","$2,241.58",$360.15,"$56,353.31","$2,167.43",$336.14,"$1,927.84",$74.14,$0.00
6607432,2019,51,Grant,MEDICARE,4,65 - 74 years,M,18,I49,Other cardiac arrhythmias,0,88,216,"$26,367.25","$1,464.84",$12.65,"$20,540.18","$1,141.12",$10.52,"$5,827.07",$323.72,$6.88
6609712,2019,53,Hennepin,COMMERCIAL,1,18 years and under,F,46,Z93,Artificial opening status,0,"1,387",526,"$459,866.13","$9,997.08","$4,652.18","$434,105.06","$9,437.06","$4,652.18","$25,761.07",$560.02,$7.00
6610720,2019,53,Hennepin,COMMERCIAL,1,18 years and under,M,17,Z72,Problems related to lifestyle,0,32,195,"$5,307.48",$312.20,$139.94,"$4,191.78",$246.57,$98.38,"$1,115.70",$65.62,$5.00
6611728,2019,53,Hennepin,COMMERCIAL,2,19 - 44 years,F,"1,441",R19,Oth symptoms and signs involving the dgstv sys and abdomen,0,"7,409","16,407","$1,116,570.92",$774.85,$426.83,"$787,225.41",$546.30,$238.10,"$329,345.51",$228.55,$40.00
6612784,2019,53,Hennepin,COMMERCIAL,2,19 - 44 years,M,125,N39,Other disorders of urinary system,0,614,"1,394","$55,902.36",$447.21,$214.89,"$39,003.02",$312.02,$93.81,"$16,899.34",$135.19,$30.00
6613720,2019,53,Hennepin,COMMERCIAL,3,45 - 64 years,F,59,I97,"Intraop and postproc comp and disorders of circ sys, NEC",0,334,691,"$246,551.60","$4,178.84",$528.51,"$237,639.06","$4,027.78",$495.00,"$8,912.54",$151.06,$0.00
6614800,2019,53,Hennepin,COMMERCIAL,3,45 - 64 years,M,39,G54,Nerve root and plexus disorders,0,336,465,"$29,008.76",$743.81,$384.51,"$22,907.78",$587.37,$337.15,"$6,100.98",$156.43,$15.00
6616000,2019,53,Hennepin,COMMERCIAL,4,65 - 74 years,F,64,J20,Acute bronchitis,0,105,765,"$18,521.39",$289.39,$168.69,"$11,912.91",$186.13,$52.08,"$6,608.48",$103.25,$25.00
6617368,2019,53,Hennepin,COMMERCIAL,4,65 - 74 years,M,"1,773",Z00,"Encntr for general exam w/o complaint, susp or reprtd dx",0,"9,420","21,175","$1,293,299.19",$729.44,$352.89,"$1,259,601.64",$710.43,$342.86,"$33,697.55",$19.00,$0.00
6618832,2019,53,Hennepin,COMMERCIAL,5,75 years and older,M,12,S79,Other and unspecified injuries of hip and thigh,0,21,139,$906.93,$75.57,$20.68,$815.15,$67.92,$17.96,$91.78,$7.64,$0.00
6619840,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,389,R26,Abnormalities of gait and mobility,0,"3,640","4,451","$264,152.44",$679.05,$159.36,"$264,152.44",$679.05,$159.36,$0.00,$0.00,$0.00
6620848,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,187,P28,Oth respiratory conditions origin in the perinatal period,0,"1,258","1,256","$297,433.85","$1,590.55",$191.66,"$297,433.85","$1,590.55",$191.66,$0.00,$0.00,$0.00
6621760,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,420,I49,Other cardiac arrhythmias,0,801,"4,687","$245,255.62",$583.94,$6.32,"$244,929.62",$583.16,$6.32,$326.00,$0.77,$0.00
6622648,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,207,A54,Gonococcal infection,0,854,"2,155","$27,948.09",$135.01,$69.85,"$27,729.46",$133.95,$69.85,$218.63,$1.05,$0.00
6623584,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,38,R65,Symp and signs specifically assoc w sys inflam and infct,0,614,417,"$49,835.99","$1,311.47",$304.11,"$49,819.99","$1,311.05",$304.11,$16.00,$0.42,$0.00
6624496,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,53,K60,Fissure and fistula of anal and rectal regions,0,241,599,"$27,100.34",$511.32,$115.50,"$26,838.14",$506.38,$110.33,$262.20,$4.94,$0.00
6625360,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,273,D50,Iron deficiency anemia,0,"2,099","3,091","$111,230.40",$407.43,$110.18,"$110,728.80",$405.60,$107.95,$501.60,$1.83,$0.00
6626152,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,"1,486",R94,Abnormal results of function studies,0,"3,620","16,329","$103,555.74",$69.68,$6.60,"$102,594.64",$69.04,$6.60,$961.10,$0.64,$0.00
6627304,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,45,Z95,Presence of cardiac and vascular implants and grafts,0,533,525,"$22,357.41",$496.83,$7.90,"$22,222.53",$493.83,$7.90,$134.88,$2.99,$0.00
6628768,2019,53,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,16,N81,Female genital prolapse,0,88,188,"$13,319.65",$832.47,$79.40,"$13,088.65",$818.04,$76.40,$231.00,$14.43,$0.00
6630496,2019,53,Hennepin,MEDICARE,2,19 - 44 years,F,70,O09,Supervision of high risk pregnancy,0,"1,056",839,"$41,095.61",$587.08,$338.85,"$32,424.15",$463.20,$267.93,"$8,671.46",$123.87,$53.62
6632008,2019,53,Hennepin,MEDICARE,3,45 - 64 years,F,"1,634",E78,Disorders of lipoprotein metabolism and other lipidemias,0,"6,792","19,101","$140,508.52",$85.99,$40.00,"$119,721.52",$73.26,$36.29,"$20,787.00",$12.72,$0.00
6632848,2019,53,Hennepin,MEDICARE,3,45 - 64 years,F,95,T85,Complications of internal prosth dev/grft,0,"1,196","1,102","$489,964.58","$5,157.52",$914.04,"$445,260.67","$4,686.95",$730.65,"$44,703.91",$470.56,$94.95
6633784,2019,53,Hennepin,MEDICARE,3,45 - 64 years,M,23,R15,Fecal incontinence,0,77,267,"$12,671.61",$550.93,$143.63,"$11,666.64",$507.24,$114.28,"$1,004.97",$43.69,$21.71
6314967,2019,3,Anoka,MEDICARE,5,75 years and older,F,124,I47,Paroxysmal tachycardia,0,767,"1,461","$249,669.04","$2,013.46",$103.68,"$233,318.63","$1,881.60",$86.63,"$16,350.41",$131.85,$20.00
6316191,2019,3,Anoka,MEDICARE,5,75 years and older,M,30,L73,Other follicular disorders,0,79,360,"$5,339.36",$177.97,$121.35,"$4,534.40",$151.14,$107.65,$804.96,$26.83,$13.69
6318975,2019,5,Becker,COMMERCIAL,3,45 - 64 years,F,52,Z79,Long term (current) drug therapy,0,333,621,"$9,163.22",$176.21,$89.46,"$5,748.50",$110.54,$24.24,"$3,414.72",$65.66,$19.12
6321591,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,15,S92,"Fracture of foot and toe, except ankle",0,55,179,"$4,087.24",$272.48,$99.93,"$4,087.24",$272.48,$99.93,$0.00,$0.00,$0.00
6323727,2019,5,Becker,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,12,S69,"Other and unspecified injuries of wrist, hand and finger(s)",0,40,138,"$1,815.38",$151.28,$46.92,"$1,793.08",$149.42,$45.32,$22.30,$1.85,$0.00
6327303,2019,5,Becker,MEDICARE,3,45 - 64 years,M,36,M19,Other and unspecified osteoarthritis,0,163,409,"$32,126.25",$892.39,$69.16,"$28,838.99",$801.08,$51.20,"$3,287.26",$91.31,$1.91
6328959,2019,5,Becker,MEDICARE,4,65 - 74 years,M,14,R82,Other and unspecified abnormal findings in urine,0,44,168,"$1,117.42",$79.81,$39.11,$845.35,$60.38,$39.11,$272.07,$19.43,$2.17
6330375,2019,5,Becker,MEDICARE,5,75 years and older,M,12,M77,Other enthesopathies,0,14,144,$413.63,$34.46,$8.30,$222.30,$18.52,$6.62,$191.33,$15.94,$1.69
6333399,2019,7,Beltrami,COMMERCIAL,3,45 - 64 years,M,21,Z51,Encounter for other aftercare and medical care,0,569,248,"$270,333.37","$12,873.01",$446.90,"$266,438.22","$12,687.53",$289.87,"$3,895.15",$185.48,$0.00
6335847,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,14,L20,Atopic dermatitis,0,37,158,"$2,001.97",$142.99,$95.44,"$1,995.77",$142.55,$95.44,$6.20,$0.44,$0.00
6337695,2019,7,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,49,R60,"Edema, not elsewhere classified",0,182,580,"$8,239.92",$168.16,$105.91,"$8,175.12",$166.83,$105.40,$64.80,$1.32,$0.00
6341175,2019,7,Beltrami,MEDICARE,3,45 - 64 years,F,42,F31,Bipolar disorder,0,397,498,"$30,960.49",$737.15,$290.06,"$23,374.44",$556.53,$196.34,"$7,586.05",$180.62,$74.26
6343143,2019,7,Beltrami,MEDICARE,4,65 - 74 years,F,14,S40,Superficial injury of shoulder and upper arm,0,37,168,"$3,575.03",$255.35,$165.25,"$2,779.20",$198.51,$131.81,$795.83,$56.84,$35.73
6344775,2019,7,Beltrami,MEDICARE,5,75 years and older,F,11,S91,"Open wound of ankle, foot and toes",0,25,120,"$2,564.44",$233.13,$138.21,"$2,069.00",$188.09,$91.51,$495.44,$45.04,$18.16
6346671,2019,9,Benton,COMMERCIAL,2,19 - 44 years,F,72,E03,Other hypothyroidism,0,311,834,"$11,231.90",$155.99,$88.45,"$5,145.77",$71.46,$5.40,"$6,086.13",$84.52,$36.10
6348711,2019,9,Benton,COMMERCIAL,3,45 - 64 years,M,38,F43,"Reaction to severe stress, and adjustment disorders",0,278,400,"$25,064.93",$659.60,$259.06,"$17,994.93",$473.55,$100.71,"$7,070.00",$186.05,$122.87
6351687,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,15,O35,Maternal care for known or suspected fetal abnlt and damage,0,61,163,"$4,326.34",$288.42,$218.03,"$4,326.34",$288.42,$218.03,$0.00,$0.00,$0.00
6355359,2019,9,Benton,MEDICARE,3,45 - 64 years,F,50,Z13,Encounter for screening for other diseases and disorders,0,189,576,"$11,823.26",$236.46,$21.80,"$11,710.24",$234.20,$21.80,$113.02,$2.26,$0.00
6358095,2019,9,Benton,MEDICARE,5,75 years and older,M,20,F43,"Reaction to severe stress, and adjustment disorders",0,89,240,"$4,925.90",$246.29,$182.03,"$4,352.10",$217.60,$165.62,$573.80,$28.69,$15.54
6365247,2019,13,Blue Earth,COMMERCIAL,2,19 - 44 years,F,13,E55,Vitamin D deficiency,0,19,151,"$1,180.65",$90.81,$71.61,$465.49,$35.80,$0.00,$715.16,$55.01,$38.26
6368271,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,46,J01,Acute sinusitis,0,62,525,"$3,498.92",$76.06,$74.26,"$3,498.92",$76.06,$74.26,$0.00,$0.00,$0.00
6370167,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,S82,"Fracture of lower leg, including ankle",0,271,134,"$44,065.05","$3,672.08","$1,107.01","$44,019.85","$3,668.32","$1,102.51",$45.20,$3.76,$0.00
6372183,2019,13,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,13,K40,Inguinal hernia,0,139,144,"$31,908.75","$2,454.51","$2,152.62","$31,750.75","$2,442.36","$2,152.62",$158.00,$12.15,$6.00
6376119,2019,13,Blue Earth,MEDICARE,3,45 - 64 years,M,41,Z45,Encounter for adjustment and management of implanted device,0,212,454,"$90,254.75","$2,201.33",$78.50,"$69,162.79","$1,686.89",$63.81,"$21,091.96",$514.43,$15.56
6634720,2019,53,Hennepin,MEDICARE,4,65 - 74 years,F,232,K56,Paralytic ileus and intestinal obstruction without hernia,0,"3,165","2,699","$1,201,610.52","$5,179.35","$1,081.87","$1,103,345.93","$4,755.80",$792.60,"$98,264.59",$423.55,$79.07
6635488,2019,53,Hennepin,MEDICARE,4,65 - 74 years,M,35,D10,Benign neoplasm of mouth and pharynx,0,83,420,"$10,462.12",$298.91,$100.29,"$8,718.61",$249.10,$80.29,"$1,743.51",$49.81,$20.00
6636256,2019,53,Hennepin,MEDICARE,4,65 - 74 years,M,315,R25,Abnormal involuntary movements,0,"1,489","3,708","$124,010.19",$393.68,$136.09,"$108,219.53",$343.55,$117.51,"$15,790.66",$50.12,$15.00
6637024,2019,53,Hennepin,MEDICARE,5,75 years and older,F,11,I22,Subsequent STEMI & NSTEMI mocard infrc,0,123,131,"$60,853.54","$5,532.14",$109.14,"$59,630.25","$5,420.93",$109.14,"$1,223.29",$111.20,$0.00
6638008,2019,53,Hennepin,MEDICARE,5,75 years and older,M,19,E02,Subclinical iodine-deficiency hypothyroidism,0,68,228,$943.06,$49.63,$34.71,$921.35,$48.49,$34.71,$21.71,$1.14,$0.00
6638848,2019,53,Hennepin,MEDICARE,5,75 years and older,M,11,T23,Burn and corrosion of wrist and hand,0,29,132,"$1,969.91",$179.08,$113.23,"$1,647.21",$149.74,$93.30,$322.70,$29.33,$10.09
6645448,2019,55,Houston,MEDICARE,4,65 - 74 years,F,15,K22,Other diseases of esophagus,0,194,180,"$21,555.75","$1,437.05",$720.76,"$18,351.34","$1,223.42",$691.37,"$3,204.41",$213.62,$29.39
6649096,2019,57,Hubbard,COMMERCIAL,3,45 - 64 years,F,60,I10,Essential (primary) hypertension,0,237,703,"$35,647.23",$594.12,$191.34,"$25,818.23",$430.30,$77.50,"$9,829.00",$163.81,$58.30
6652600,2019,57,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,12,R19,Oth symptoms and signs involving the dgstv sys and abdomen,0,31,126,"$4,909.94",$409.16,$103.87,"$4,903.94",$408.66,$103.87,$6.00,$0.50,$0.00
6656944,2019,57,Hubbard,MEDICARE,4,65 - 74 years,F,19,I35,Nonrheumatic aortic valve disorders,0,184,228,"$100,713.08","$5,300.68",$328.91,"$93,519.20","$4,922.06",$308.91,"$7,193.88",$378.62,$51.40
6659872,2019,59,Isanti,COMMERCIAL,1,18 years and under,F,14,Z29,Encounter for other prophylactic measures,0,16,161,$325.16,$23.22,$17.00,$325.16,$23.22,$17.00,$0.00,$0.00,$0.00
6662488,2019,59,Isanti,COMMERCIAL,3,45 - 64 years,M,15,K63,Other diseases of intestine,0,48,175,"$15,988.18","$1,065.87",$385.83,"$11,844.52",$789.63,$347.25,"$4,143.66",$276.24,$68.41
6665512,2019,59,Isanti,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,179,Z36,Encounter for antenatal screening of mother,0,510,"1,948","$24,999.23",$139.66,$64.88,"$24,806.08",$138.58,$64.88,$193.15,$1.07,$0.00
6670456,2019,59,Isanti,MEDICARE,4,65 - 74 years,F,17,J30,Vasomotor and allergic rhinitis,0,87,204,"$3,940.82",$231.81,$166.42,"$3,346.29",$196.84,$144.71,$594.53,$34.97,$21.71
6672256,2019,59,Isanti,MEDICARE,5,75 years and older,F,11,R78,"Find of drugs and oth substnc, not normally found in blood",0,114,123,"$18,850.39","$1,713.67",$234.90,"$16,786.72","$1,526.06",$189.80,"$2,063.67",$187.60,$0.00
6674536,2019,61,Itasca,COMMERCIAL,2,19 - 44 years,F,26,Z79,Long term (current) drug therapy,0,116,301,"$8,269.64",$318.06,$151.52,"$6,995.46",$269.05,$151.52,"$1,274.18",$49.00,$0.00
6677752,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,19,H50,Other strabismus,0,105,219,"$8,001.71",$421.14,$177.41,"$8,001.71",$421.14,$177.41,$0.00,$0.00,$0.00
6679960,2019,61,Itasca,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,21,I45,Other conduction disorders,0,37,212,$212.11,$10.10,$5.28,$212.11,$10.10,$5.28,$0.00,$0.00,$0.00
6684376,2019,61,Itasca,MEDICARE,3,45 - 64 years,F,19,K76,Other diseases of liver,0,55,214,"$3,720.97",$195.84,$108.37,"$2,939.61",$154.71,$68.10,$781.36,$41.12,$12.76
6686512,2019,61,Itasca,MEDICARE,4,65 - 74 years,M,24,G62,Other and unspecified polyneuropathies,0,111,288,"$8,142.89",$339.28,$176.82,"$6,945.75",$289.40,$151.82,"$1,197.14",$49.88,$15.29
6687688,2019,61,Itasca,MEDICARE,5,75 years and older,F,18,N95,Menopausal and other perimenopausal disorders,0,108,210,"$5,203.49",$289.08,$174.01,"$4,568.24",$253.79,$132.95,$635.25,$35.29,$19.31
6690640,2019,63,Jackson,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,14,R06,Abnormalities of breathing,0,33,153,"$3,988.27",$284.87,$147.33,"$3,988.27",$284.87,$147.33,$0.00,$0.00,$0.00
6695728,2019,65,Kanabec,COMMERCIAL,1,18 years and under,F,16,R50,Fever of other and unknown origin,0,51,187,"$6,369.75",$398.10,$164.82,"$3,562.60",$222.66,$52.59,"$2,807.15",$175.44,$69.25
6700144,2019,65,Kanabec,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,11,Z11,Encounter for screening for infec/parastc diseases,0,51,112,"$1,667.32",$151.57,$37.84,"$1,642.32",$149.30,$37.84,$25.00,$2.27,$0.00
6377535,2019,13,Blue Earth,MEDICARE,4,65 - 74 years,M,21,N31,"Neuromuscular dysfunction of bladder, NEC",0,402,235,"$24,337.52","$1,158.92",$366.81,"$22,376.21","$1,065.53",$336.63,"$1,961.31",$93.39,$12.54
6378879,2019,13,Blue Earth,MEDICARE,5,75 years and older,M,61,I42,Cardiomyopathy,0,400,702,"$52,796.71",$865.51,$108.40,"$46,843.97",$767.93,$86.69,"$5,952.74",$97.58,$21.71
6381735,2019,15,Brown,COMMERCIAL,3,45 - 64 years,M,35,R07,Pain in throat and chest,0,288,404,"$64,503.34","$1,842.95",$964.99,"$42,424.81","$1,212.13",$173.31,"$22,078.53",$630.81,$0.00
6386511,2019,15,Brown,MEDICARE,3,45 - 64 years,F,11,I49,Other cardiac arrhythmias,0,25,121,"$1,967.62",$178.87,$8.43,"$1,603.76",$145.79,$6.74,$363.86,$33.07,$1.69
6388719,2019,15,Brown,MEDICARE,4,65 - 74 years,M,587,Z00,"Encntr for general exam w/o complaint, susp or reprtd dx",0,"3,616","7,035","$215,138.32",$366.50,$295.11,"$199,109.16",$339.19,$267.49,"$16,029.16",$27.30,$14.83
6390063,2019,15,Brown,MEDICARE,5,75 years and older,M,29,R82,Other and unspecified abnormal findings in urine,0,63,340,"$1,798.32",$62.01,$58.06,"$1,579.46",$54.46,$46.44,$218.86,$7.54,$4.65
6394263,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,18,H91,Other and unspecified hearing loss,0,64,211,"$2,647.35",$147.07,$150.24,"$2,647.35",$147.07,$150.24,$0.00,$0.00,$0.00
6396591,2019,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,60,Z01,"Encntr for oth sp exam w/o complaint, suspected or reprtd dx",0,264,682,"$13,079.74",$217.99,$118.69,"$12,987.34",$216.45,$118.23,$92.40,$1.54,$0.00
6400623,2019,17,Carlton,MEDICARE,3,45 - 64 years,M,34,R05,Cough,0,116,384,"$4,654.29",$136.89,$73.70,"$3,593.10",$105.67,$50.41,"$1,061.19",$31.21,$7.67
